P + 316 -2111774424 
F wbemcomn.dll ??0CVar@@QAE@E@Z 000211f2 
F wbemcomn.dll ??0CVar@@QAE@F@Z 00021217 
F wbemcomn.dll ??0CVar@@QAE@FH@Z 000212f9 
F wbemcomn.dll ??0CVar@@QAE@G@Z 0002123e 
F wbemcomn.dll ??0CVar@@QAE@HPAG@Z 000209e4 
F wbemcomn.dll ??0CVar@@QAE@HPAUtagSAFEARRAY@@@Z 00020a9e 
F wbemcomn.dll ??0CVar@@QAE@HVauto_bstr@@@Z 00021320 
F wbemcomn.dll ??0CVar@@QAE@J@Z 00021265 
F wbemcomn.dll ??0CVar@@QAE@K@Z 0002128a 
F wbemcomn.dll ??0CVar@@QAE@M@Z 000212af 
F wbemcomn.dll ??0CVar@@QAE@N@Z 000212d4 
F wbemcomn.dll ??0CVar@@QAE@PADH@Z 00020998 
F wbemcomn.dll ??0CVar@@QAE@PAGH@Z 000209be 
F wbemcomn.dll ??0CVar@@QAE@PAU_FILETIME@@@Z 00021377 
F wbemcomn.dll ??0CVar@@QAE@PAU_GUID@@H@Z 00020a07 
F wbemcomn.dll ??0CVar@@QAE@PAUtagBLOB@@H@Z 00020a2d 
F wbemcomn.dll ??0CVar@@QAE@PAUtagVARIANT@@@Z 00020a79 
F wbemcomn.dll ??0CVar@@QAE@PAVCVarVector@@H@Z 00020a53 
F wbemcomn.dll ??0CVar@@QAE@XZ 00020985 
F wbemcomn.dll ??0CVarVector@@QAE@AAV0@@Z 000282da 
F wbemcomn.dll ??0CVarVector@@QAE@HHH@Z 0001136d 
F wbemcomn.dll ??0CVarVector@@QAE@HPAUtagSAFEARRAY@@H@Z 00016c35 
F wbemcomn.dll ??0CVarVector@@QAE@XZ 00012274 
F wbemcomn.dll ??0CWQLScanner@@QAE@AAV0@@Z 0002b3e2 
F wbemcomn.dll ??0CWQLScanner@@QAE@PAVCGenLexSource@@@Z 000140dc 
F wbemcomn.dll ??0CWStringArray@@QAE@AAV0@@Z 00022cc4 
F wbemcomn.dll ??0CWStringArray@@QAE@HH@Z 00012866 
F wbemcomn.dll ??0CWbemCallSecurity@@AAE@ABV0@@Z 00015693 
F wbemcomn.dll ??0CWbemCallSecurity@@AAE@XZ 00015298 
F wbemcomn.dll ??0CWbemCriticalSection@@QAE@XZ 00016679 
F wbemcomn.dll ??0CWbemInterval@@IAE@K@Z 0001ce39 
F wbemcomn.dll ??0CWbemInterval@@QAE@XZ 00023e61 
F wbemcomn.dll ??0CWbemTime@@IAE@_J@Z 0001cf1b 
F wbemcomn.dll ??0CWbemTime@@QAE@ABV0@@Z 0001cf45 
F wbemcomn.dll ??0CWbemTime@@QAE@XZ 0001cf36 
F wbemcomn.dll ??0CWbemTimeSpan@@QAE@HHHHHHH@Z 0001d4f5 
F wbemcomn.dll ??0CWin32DefaultArena@@QAE@ABV0@@Z 0001beb0 
F wbemcomn.dll ??0CWin32DefaultArena@@QAE@XZ 0001be47 
F wbemcomn.dll ??0QL1_Parser@@QAE@ABV0@@Z 000269a2 
F wbemcomn.dll ??0QL1_Parser@@QAE@PAVCGenLexSource@@@Z 00012d2e 
F wbemcomn.dll ??0QL_LEVEL_1_RPN_EXPRESSION@@QAE@ABU0@@Z 00026548 
F wbemcomn.dll ??0QL_LEVEL_1_RPN_EXPRESSION@@QAE@XZ 00012da0 
F wbemcomn.dll ??0QL_LEVEL_1_TOKEN@@QAE@ABU0@@Z 00015974 
F wbemcomn.dll ??0QL_LEVEL_1_TOKEN@@QAE@XZ 00012b8d 
F wbemcomn.dll ??0Registry@@QAE@PAGK@Z 0000e1d9 
F wbemcomn.dll ??0Registry@@QAE@PAUHKEY__@@KKPAG@Z 00026b45 
F wbemcomn.dll ??0Registry@@QAE@PAUHKEY__@@KPAG@Z 000166d1 
F wbemcomn.dll ??0Registry@@QAE@XZ 00026b86 
F wbemcomn.dll ??0WString@@QAE@ABV0@@Z 00015e28 
F wbemcomn.dll ??0WString@@QAE@KPAUHINSTANCE__@@@Z 0002a799 
F wbemcomn.dll ??0WString@@QAE@PAGH@Z 00011f27 
F wbemcomn.dll ??0WString@@QAE@PBD@Z 00011e17 
F wbemcomn.dll ??0WString@@QAE@PBG@Z 00011411 
F wbemcomn.dll ??0WString@@QAE@XZ 00011467 
F wbemcomn.dll ??0_Lockit@std@@QAE@XZ 0002423d 
F wbemcomn.dll ??1C9XAce@@UAE@XZ 00029987 
F wbemcomn.dll ??1CAbstractQl1Parser@@UAE@XZ 00012730 
F wbemcomn.dll ??1CBaseAce@@UAE@XZ 0001c96c 
F wbemcomn.dll ??1CBasicUnloadInstruction@@UAE@XZ 0002bafe 
F wbemcomn.dll ??1CBuffer@@QAE@XZ 0001bf2e 
F wbemcomn.dll ??1CCheckedInCritSec@@QAE@XZ 00011f02 
F wbemcomn.dll ??1CCritSec@@QAE@XZ 0001c589 
F wbemcomn.dll ??1CDMTFParser@@QAE@XZ 0000e394 
F wbemcomn.dll ??1CDatePart@@QAE@XZ 0000e018 
F wbemcomn.dll ??1CDateTimeParser@@QAE@XZ 0001dd28 
F wbemcomn.dll ??1CEnterWbemCriticalSection@@QAE@XZ 0001c733 
F wbemcomn.dll ??1CEventLog@@QAE@XZ 00021ccd 
F wbemcomn.dll ??1CEventLogRecord@@QAE@XZ 00020eb9 
F wbemcomn.dll ??1CExecQueue@@QAE@XZ 000226b3 
F wbemcomn.dll ??1CExecRequest@@UAE@XZ 0000f106 
F wbemcomn.dll ??1CFlexArray@@QAE@XZ 0000de9c 
F wbemcomn.dll ??1CFlexQueue@@QAE@XZ 00010f52 
F wbemcomn.dll ??1CHaltable@@UAE@XZ 000275b3 
F wbemcomn.dll ??1CIdentityTest@@QAE@XZ 0002779d 
F wbemcomn.dll ??1CInCritSec@@QAE@XZ 0001c60f 
F wbemcomn.dll ??1CInsertionString@@QAE@XZ 00020e27 
F wbemcomn.dll ??1CInstructionQueue@@QAE@XZ 000278cd 
F wbemcomn.dll ??1CLike@@QAE@XZ 00010f52 
F wbemcomn.dll ??1CLimitControl@@UAE@XZ 0002bec1 
F wbemcomn.dll ??1CMRCICompression@@QAE@XZ 0000e394 
F wbemcomn.dll ??1CMinMaxLimitControl@@UAE@XZ 0002bf93 
F wbemcomn.dll ??1CNtAce@@UAE@XZ 000171d1 
F wbemcomn.dll ??1CNtAcl@@QAE@XZ 0000e018 
F wbemcomn.dll ??1CNtSecurityDescriptor@@QAE@XZ 0000e018 
F wbemcomn.dll ??1CNtSid@@QAE@XZ 0000e0b1 
F wbemcomn.dll ??1CPropertyName@@QAE@XZ 00012609 
F wbemcomn.dll ??1CRegistryMinMaxLimitControl@@UAE@XZ 0002c115 
F wbemcomn.dll ??1CSafeArray@@QAE@XZ 0001132f 
F wbemcomn.dll ??1CTimerGenerator@@UAE@XZ 000279c0 
F wbemcomn.dll ??1CTimerInstruction@@UAE@XZ 00027711 
F wbemcomn.dll ??1CUnk@@UAE@XZ 0000e054 
F wbemcomn.dll ??1CUnkInternal@@UAE@XZ 000206d3 
F wbemcomn.dll ??1CUnloadInstruction@@UAE@XZ 0002bd2a 
F wbemcomn.dll ??1CVar@@QAE@XZ 0000df8c 
F wbemcomn.dll ??1CVarVector@@QAE@XZ 0001121b 
F wbemcomn.dll ??1CWQLScanner@@QAE@XZ 00013b86 
F wbemcomn.dll ??1CWStringArray@@QAE@XZ 00012899 
F wbemcomn.dll ??1CWbemCallSecurity@@AAE@XZ 000150dd 
F wbemcomn.dll ??1CWbemCriticalSection@@QAE@XZ 000275f7 
F wbemcomn.dll ??1CWin32DefaultArena@@QAE@XZ 0001be55 
F wbemcomn.dll ??1QL1_Parser@@UAE@XZ 000126ea 
F wbemcomn.dll ??1QL_LEVEL_1_RPN_EXPRESSION@@QAE@XZ 00012690 
F wbemcomn.dll ??1QL_LEVEL_1_TOKEN@@QAE@XZ 00012813 
F wbemcomn.dll ??1Registry@@QAE@XZ 0000e111 
F wbemcomn.dll ??1WString@@QAE@XZ 00020c94 
F wbemcomn.dll ??1_Lockit@std@@QAE@XZ 00024255 
F wbemcomn.dll ??4C9XAce@@QAEAAV0@ABV0@@Z 0001caf7 
F wbemcomn.dll ??4CAbstractQl1Parser@@QAEAAV0@ABV0@@Z 000263ef 
F wbemcomn.dll ??4CArena@@QAEAAV0@ABV0@@Z 0001c988 
F wbemcomn.dll ??4CBaseAce@@QAEAAV0@ABV0@@Z 0001c988 
F wbemcomn.dll ??4CBaseMrciCompression@@QAEAAV0@ABV0@@Z 00024546 
F wbemcomn.dll ??4CBasicUnloadInstruction@@QAEAAV0@ABV0@@Z 0002bbb9 
F wbemcomn.dll ??4CBuffer@@QAEAAV0@ABV0@@Z 0001c3f0 
F wbemcomn.dll ??4CCheckedInCritSec@@QAEAAV0@ABV0@@Z 0001cf45 
F wbemcomn.dll ??4CContainerControl@@QAEAAV0@ABV0@@Z 0002beec 
F wbemcomn.dll ??4CCritSec@@QAEAAV0@ABV0@@Z 0001c5f1 
F wbemcomn.dll ??4CDMTFParser@@QAEAAV0@ABV0@@Z 0001d7dc 
F wbemcomn.dll ??4CDatePart@@QAEAAV0@ABV0@@Z 0002457b 
F wbemcomn.dll ??4CDateTimeParser@@QAEAAV0@ABV0@@Z 0001d7be 
F wbemcomn.dll ??4CEnterWbemCriticalSection@@QAEAAV0@ABV0@@Z 0001cf45 
F wbemcomn.dll ??4CEventLog@@QAEAAV0@ABV0@@Z 00021014 
F wbemcomn.dll ??4CEventLogRecord@@QAEAAV0@AAV0@@Z 00020f62 
F wbemcomn.dll ??4CExecQueue@@QAEAAV0@AAV0@@Z 00021f0b 
F wbemcomn.dll ??4CExecRequest@@QAEAAV0@ABV0@@Z 00021dcf 
F wbemcomn.dll ??4CFlexArray@@QAEAAV0@AAV0@@Z 000227f1 
F wbemcomn.dll ??4CFlexQueue@@QAEAAV0@ABV0@@Z 0001c7d2 
F wbemcomn.dll ??4CHaltable@@QAEAAV0@ABV0@@Z 0001c672 
F wbemcomn.dll ??4CHex@@QAEAAV0@ABV0@@Z 0002457b 
F wbemcomn.dll ??4CIdentityTest@@QAEAAV0@ABV0@@Z 0002beec 
F wbemcomn.dll ??4CInCritSec@@QAEAAV0@ABV0@@Z 0002457b 
F wbemcomn.dll ??4CInsertionString@@QAEAAV0@ABV0@@Z 00020e92 
F wbemcomn.dll ??4CInstructionQueue@@QAEAAV0@ABV0@@Z 000277cf 
F wbemcomn.dll ??4CInstructionTest@@QAEAAV0@ABV0@@Z 0001c988 
F wbemcomn.dll ??4CLifeControl@@QAEAAV0@ABV0@@Z 0001c988 
F wbemcomn.dll ??4CLike@@QAEAAV0@ABV0@@Z 0002415c 
F wbemcomn.dll ??4CLimitControl@@QAEAAV0@ABV0@@Z 0002beec 
F wbemcomn.dll ??4CMRCICompression@@QAEAAV0@ABV0@@Z 00024546 
F wbemcomn.dll ??4CMRCIControl@@QAEAAV0@ABV0@@Z 0002457b 
F wbemcomn.dll ??4CMinMaxLimitControl@@QAEAAV0@ABV0@@Z 0002c066 
F wbemcomn.dll ??4CNtAce@@QAEAAV0@ABV0@@Z 00029dff 
F wbemcomn.dll ??4CNtAcl@@QAEAAV0@ABV0@@Z 00029ec4 
F wbemcomn.dll ??4CNtSecurity@@QAEAAV0@ABV0@@Z 0001c988 
F wbemcomn.dll ??4CNtSecurityDescriptor@@QAEAAV0@AAV0@@Z 00017355 
F wbemcomn.dll ??4CNtSid@@QAEAAV0@ABV0@@Z 00014ed3 
F wbemcomn.dll ??4CPersistentConfig@@QAEAAV0@ABV0@@Z 0001c988 
F wbemcomn.dll ??4CPropertyName@@QAEXABU_tag_WbemPropertyName@@@Z 00012fbb 
F wbemcomn.dll ??4CPropertyName@@QAEXABV0@@Z 0001572d 
F wbemcomn.dll ??4CQl1ParseSink@@QAEAAV0@ABV0@@Z 0001c988 
F wbemcomn.dll ??4CRegistryMinMaxLimitControl@@QAEAAV0@ABV0@@Z 0002c1fa 
F wbemcomn.dll ??4CSafeArray@@QAEAAV0@AAV0@@Z 0002731d 
F wbemcomn.dll ??4CSmallArrayBlob@@QAEAAV0@ABV0@@Z 0001c811 
F wbemcomn.dll ??4CTimerGenerator@@QAEAAV0@ABV0@@Z 000277ed 
F wbemcomn.dll ??4CTimerInstruction@@QAEAAV0@ABV0@@Z 0001c988 
F wbemcomn.dll ??4CUnk@@QAEAAV0@ABV0@@Z 000211a8 
F wbemcomn.dll ??4CUnkInternal@@QAEAAV0@ABV0@@Z 00020704 
F wbemcomn.dll ??4CUnloadInstruction@@QAEAAV0@ABV0@@Z 0002bc9b 
F wbemcomn.dll ??4CVar@@QAEAAV0@ABV0@@Z 00017f3e 
F wbemcomn.dll ??4CVarVector@@QAEAAV0@AAV0@@Z 00027f06 
F wbemcomn.dll ??4CWQLScanner@@QAEAAV0@AAV0@@Z 0002b45a 
F wbemcomn.dll ??4CWStringArray@@QAEAAV0@AAV0@@Z 00017fbc 
F wbemcomn.dll ??4CWbemCallSecurity@@AAEAAV0@ABV0@@Z 000155f2 
F wbemcomn.dll ??4CWbemCriticalSection@@QAEAAV0@ABV0@@Z 0001c7d2 
F wbemcomn.dll ??4CWbemInterval@@QAEAAV0@ABV0@@Z 0002457b 
F wbemcomn.dll ??4CWbemTime@@QAEXABV0@@Z 0001cf62 
F wbemcomn.dll ??4CWbemTimeSpan@@QAEAAV0@ABV0@@Z 0001cf45 
F wbemcomn.dll ??4CWin32DefaultArena@@QAEAAV0@ABV0@@Z 0001c988 
F wbemcomn.dll ??4MD5@@QAEAAV0@ABV0@@Z 0001c988 
F wbemcomn.dll ??4QL1_Parser@@QAEAAV0@ABV0@@Z 00026471 
F wbemcomn.dll ??4QL_LEVEL_1_RPN_EXPRESSION@@QAEAAU0@ABU0@@Z 00025840 
F wbemcomn.dll ??4QL_LEVEL_1_TOKEN@@QAEAAU0@ABU0@@Z 00015789 
F wbemcomn.dll ??4QL_LEVEL_1_TOKEN@@QAEAAU0@ABU_tag_WbemQl1Token@@@Z 00013885 
F wbemcomn.dll ??4Registry@@QAEAAV0@ABV0@@Z 0001c7d2 
F wbemcomn.dll ??4WString@@QAEAAV0@ABV0@@Z 00011475 
F wbemcomn.dll ??4WString@@QAEAAV0@PBG@Z 00011553 
F wbemcomn.dll ??4_Lockit@std@@QAEAAV01@ABV01@@Z 0001c988 
F wbemcomn.dll ??8CEventLogRecord@@QAEHABV0@@Z 000210b2 
F wbemcomn.dll ??8CNtSid@@QAEHAAV0@@Z 00015048 
F wbemcomn.dll ??8CPropertyName@@QAEHABU_tag_WbemPropertyName@@@Z 0002594c 
F wbemcomn.dll ??8CVar@@QAEHAAV0@@Z 00016907 
F wbemcomn.dll ??8CVarVector@@QAEHAAV0@@Z 00016e15 
F wbemcomn.dll ??ACFlexArray@@QAEAAPAXH@Z 0001c766 
F wbemcomn.dll ??ACFlexArray@@QBEPAXH@Z 0001c74f 
F wbemcomn.dll ??ACSmallArrayBlob@@QBEPAXH@Z 0001c7fc 
F wbemcomn.dll ??ACVarVector@@QAEAAVCVar@@H@Z 00012418 
F wbemcomn.dll ??ACWStringArray@@QBEPAGH@Z 0001c74f 
F wbemcomn.dll ??AWString@@QBEGH@Z 0002a866 
F wbemcomn.dll ??BCHex@@QAEJXZ 0001ce7d 
F wbemcomn.dll ??BCVar@@QAE?AU_FILETIME@@XZ 00020c6a 
F wbemcomn.dll ??BCVar@@QAEDXZ 00020b3c 
F wbemcomn.dll ??BCVar@@QAEEXZ 00020b3c 
F wbemcomn.dll ??BCVar@@QAEFXZ 00020ee4 
F wbemcomn.dll ??BCVar@@QAEGXZ 00020ee4 
F wbemcomn.dll ??BCVar@@QAEJXZ 0001719f 
F wbemcomn.dll ??BCVar@@QAEKXZ 0001719f 
F wbemcomn.dll ??BCVar@@QAEMXZ 00020be7 
F wbemcomn.dll ??BCVar@@QAENXZ 00020c0a 
F wbemcomn.dll ??BCVar@@QAEPADXZ 0001719f 
F wbemcomn.dll ??BCVar@@QAEPAGXZ 0001719f 
F wbemcomn.dll ??BCVar@@QAEPAU_GUID@@XZ 0001719f 
F wbemcomn.dll ??BCVar@@QAEPAUtagBLOB@@XZ 00020ac4 
F wbemcomn.dll ??BCVar@@QAEPAVCVarVector@@XZ 0001719f 
F wbemcomn.dll ??BWString@@QAEPAGXZ 0001ce7d 
F wbemcomn.dll ??BWString@@QBEPBGXZ 0001ce7d 
F wbemcomn.dll ??DCWbemInterval@@QBE?AV0@N@Z 0001cec4 
F wbemcomn.dll ??GCWbemTime@@QBE?AV0@ABVCWbemTimeSpan@@@Z 0001d4d2 
F wbemcomn.dll ??GCWbemTime@@QBE?AVCWbemInterval@@ABV0@@Z 0001d57e 
F wbemcomn.dll ??HCWbemInterval@@QBE?AV0@V0@@Z 0001cef0 
F wbemcomn.dll ??HCWbemTime@@QBE?AV0@ABVCWbemInterval@@@Z 0000e9f7 
F wbemcomn.dll ??HCWbemTime@@QBE?AV0@ABVCWbemTimeSpan@@@Z 0001d4ad 
F wbemcomn.dll ??MCWbemInterval@@QAEHV0@@Z 0001ce96 
F wbemcomn.dll ??MCWbemTime@@QBEHABV0@@Z 0001d001 
F wbemcomn.dll ??MWString@@QBEHPBG@Z 00020cd0 
F wbemcomn.dll ??NCWbemTime@@QBEHABV0@@Z 0001d051 
F wbemcomn.dll ??NWString@@QBEHPBG@Z 00020d18 
F wbemcomn.dll ??OCWbemInterval@@QAEHV0@@Z 0001cead 
F wbemcomn.dll ??OCWbemTime@@QBEHABV0@@Z 0001d029 
F wbemcomn.dll ??OWString@@QBEHPBG@Z 00020cf4 
F wbemcomn.dll ??PCWbemTime@@QBEHABV0@@Z 0000eb14 
F wbemcomn.dll ??PWString@@QBEHPBG@Z 00020d3c 
F wbemcomn.dll ??RCIdentityTest@@UAEHPAVCTimerInstruction@@@Z 0000e78c 
F wbemcomn.dll ??RWString@@QBE?AV0@HH@Z 0002aa88 
F wbemcomn.dll ??YCWbemInterval@@QAEXV0@@Z 0001cf08 
F wbemcomn.dll ??YWString@@QAEAAV0@ABV0@@Z 0001153b 
F wbemcomn.dll ??YWString@@QAEAAV0@G@Z 00014d4d 
F wbemcomn.dll ??YWString@@QAEAAV0@PBG@Z 000114c0 
F wbemcomn.dll ??_7C9XAce@@6B@ 0000dc94 
F wbemcomn.dll ??_7CAbstractQl1Parser@@6B@ 00001528 
F wbemcomn.dll ??_7CArena@@6B@ 00001370 
F wbemcomn.dll ??_7CBaseAce@@6B@ 000013c4 
F wbemcomn.dll ??_7CBasicUnloadInstruction@@6B@ 000015a0 
F wbemcomn.dll ??_7CBuffer@@6B@ 00001388 
F wbemcomn.dll ??_7CContainerControl@@6B@ 00001454 
F wbemcomn.dll ??_7CExecQueue@@6B@ 000014a0 
F wbemcomn.dll ??_7CExecRequest@@6B@ 00001494 
F wbemcomn.dll ??_7CHaltable@@6B@ 000013c0 
F wbemcomn.dll ??_7CIdentityTest@@6B@ 0000158c 
F wbemcomn.dll ??_7CInstructionTest@@6B@ 00001588 
F wbemcomn.dll ??_7CLifeControl@@6B@ 00001444 
F wbemcomn.dll ??_7CLimitControl@@6B@ 000015e4 
F wbemcomn.dll ??_7CMinMaxLimitControl@@6B@ 000015f8 
F wbemcomn.dll ??_7CNtAce@@6B@ 000013ec 
F wbemcomn.dll ??_7CQl1ParseSink@@6B@ 000014f8 
F wbemcomn.dll ??_7CRegistryMinMaxLimitControl@@6B@ 0000160c 
F wbemcomn.dll ??_7CTimerGenerator@@6B@ 00001590 
F wbemcomn.dll ??_7CTimerInstruction@@6B@ 00001568 
F wbemcomn.dll ??_7CUnk@@6B@ 00001478 
F wbemcomn.dll ??_7CUnkInternal@@6B@ 00001464 
F wbemcomn.dll ??_7CUnloadInstruction@@6B@ 000015c0 
F wbemcomn.dll ??_7CWbemCallSecurity@@6B@ 00001414 
F wbemcomn.dll ??_7CWin32DefaultArena@@6B@ 0000137c 
F wbemcomn.dll ??_7QL1_Parser@@6B@ 00001560 
F wbemcomn.dll ??_7QL_LEVEL_1_RPN_EXPRESSION@@6B@ 00001530 
F wbemcomn.dll ??_FCBuffer@@QAEXXZ 0001c578 
F wbemcomn.dll ??_FCEventLog@@QAEXXZ 00021ca7 
F wbemcomn.dll ??_FCFlexArray@@QAEXXZ 0001c7aa 
F wbemcomn.dll ??_FCFlexQueue@@QAEXXZ 0001c7ef 
F wbemcomn.dll ??_FCNtAcl@@QAEXXZ 0001cb92 
F wbemcomn.dll ??_FCUnk@@QAEXXZ 00020671 
F wbemcomn.dll ??_FCWStringArray@@QAEXXZ 0001c7c3 
F wbemcomn.dll ?AbortCompression@CMRCIControl@@QAEXXZ 00024566 
F wbemcomn.dll ?AbortRequested@CMRCIControl@@QAEHXZ 0001ce7d 
F wbemcomn.dll ?Access@CSafeArray@@QAEJPAPAX@Z 00012493 
F wbemcomn.dll ?AccessRawArray@CVarVector@@QAEJPAPAX@Z 0001247d 
F wbemcomn.dll ?Add@CFlexArray@@QAEHPAX@Z 0000f6a4 
F wbemcomn.dll ?Add@CMinMaxLimitControl@@UAEJKKPAK@Z 0000f3c0 
F wbemcomn.dll ?Add@CVarVector@@QAEHAAVCVar@@@Z 00027ff8 
F wbemcomn.dll ?Add@CVarVector@@QAEHPAVCVar@@@Z 000123ab 
F wbemcomn.dll ?Add@CWStringArray@@QAEHPBG@Z 0001294c 
F wbemcomn.dll ?AddAce@CNtAcl@@QAEHPAVCNtAce@@@Z 00017bfe 
F wbemcomn.dll ?AddAggregationProperty@QL_LEVEL_1_RPN_EXPRESSION@@UAEXABVCPropertyName@@@Z 0002630b 
F wbemcomn.dll ?AddAllAggregationProperties@QL_LEVEL_1_RPN_EXPRESSION@@UAEXXZ 00025b4b 
F wbemcomn.dll ?AddAllProperties@QL_LEVEL_1_RPN_EXPRESSION@@UAEXXZ 00012b11 
F wbemcomn.dll ?AddAppropriateToken@CAbstractQl1Parser@@IAEXABU_tag_WbemQl1Token@@@Z 000135b0 
F wbemcomn.dll ?AddBSTR@CSafeArray@@QAEHPAG@Z 00017e8a 
F wbemcomn.dll ?AddBool@CSafeArray@@QAEHF@Z 00020916 
F wbemcomn.dll ?AddByte@CSafeArray@@QAEHE@Z 0002089b 
F wbemcomn.dll ?AddDispatch@CSafeArray@@QAEHPAUIDispatch@@@Z 00026f2c 
F wbemcomn.dll ?AddDouble@CSafeArray@@QAEHN@Z 000208f7 
F wbemcomn.dll ?AddElement@CPropertyName@@QAEXPBG@Z 00013671 
F wbemcomn.dll ?AddFloat@CSafeArray@@QAEHM@Z 000208d8 
F wbemcomn.dll ?AddHavingToken@QL_LEVEL_1_RPN_EXPRESSION@@UAEXABU_tag_WbemQl1Token@@@Z 00026818 
F wbemcomn.dll ?AddInsertionString@CEventLogRecord@@IAEXAAVCInsertionString@@@Z 0002106a 
F wbemcomn.dll ?AddLong@CSafeArray@@QAEHJ@Z 000208bc 
F wbemcomn.dll ?AddMember@CLimitControl@@UAEJXZ 0000f769 
F wbemcomn.dll ?AddProperty@QL_LEVEL_1_RPN_EXPRESSION@@UAEXABVCPropertyName@@@Z 0002622b 
F wbemcomn.dll ?AddRecord@CEventLog@@IAEXPAVCEventLogRecord@@@Z 00021783 
F wbemcomn.dll ?AddRef@CBasicUnloadInstruction@@UAEXXZ 0000e635 
F wbemcomn.dll ?AddRef@CBuffer@@UAGKXZ 0001492e 
F wbemcomn.dll ?AddRef@CContainerControl@@UAEXPAUIUnknown@@@Z 00020619 
F wbemcomn.dll ?AddRef@CExecQueue@@QAEXXZ 00021dfa 
F wbemcomn.dll ?AddRef@CUnk@@UAGKXZ 0001492e 
F wbemcomn.dll ?AddRef@CUnkInternal@@UAGKXZ 00014979 
F wbemcomn.dll ?AddRef@CWbemCallSecurity@@UAGKXZ 0001492e 
F wbemcomn.dll ?AddRef@QL_LEVEL_1_RPN_EXPRESSION@@QAEXXZ 00013ac5 
F wbemcomn.dll ?AddScalar@CSafeArray@@AAEHTSA_ArrayScalar@@@Z 0002723a 
F wbemcomn.dll ?AddShort@CSafeArray@@QAEHF@Z 00020916 
F wbemcomn.dll ?AddToken@QL_LEVEL_1_RPN_EXPRESSION@@QAEXABUQL_LEVEL_1_TOKEN@@@Z 00015c6d 
F wbemcomn.dll ?AddToken@QL_LEVEL_1_RPN_EXPRESSION@@UAEXABU_tag_WbemQl1Token@@@Z 0001383e 
F wbemcomn.dll ?AddUnknown@CSafeArray@@QAEHPAUIUnknown@@@Z 00026f2c 
F wbemcomn.dll ?AddVariant@CSafeArray@@QAEHPAUtagVARIANT@@@Z 00026f2c 
F wbemcomn.dll ?AdjustInitialPriority@CExecQueue@@MAEXPAVCExecRequest@@@Z 00014ac3 
F wbemcomn.dll ?AdjustPriorityForPassing@CExecQueue@@MAEXPAVCExecRequest@@@Z 00014ac3 
F wbemcomn.dll ?AdjustPrivIfLocalSystem@@YGXPAX@Z 00015394 
F wbemcomn.dll ?Advance@CBuffer@@QAEJK@Z 0001bee7 
F wbemcomn.dll ?AliasToTable@CWQLScanner@@QAEQAGPAG@Z 0002ba5e 
F wbemcomn.dll ?Alloc@CWin32DefaultArena@@UAEPAXK@Z 0001be61 
F wbemcomn.dll ?AllocAmPm@CDateTimeParser@@IAEPAGXZ 0001debb 
F wbemcomn.dll ?AllocWCHARToMBS@@YGHPAGPAPAD@Z 00028c3d 
F wbemcomn.dll ?Bind@CFlexArray@@QAEXAAV1@@Z 00022980 
F wbemcomn.dll ?BindPtr@WString@@QAEXPAG@Z 00020d60 
F wbemcomn.dll ?BlobAssign@@YGXPAUtagBLOB@@PAXKH@Z 00028b55 
F wbemcomn.dll ?BlobClear@@YGXPAUtagBLOB@@@Z 00028bb3 
F wbemcomn.dll ?BlobCopy@@YG?AUtagBLOB@@PBU1@@Z 00028b05 
F wbemcomn.dll ?BreakOnDbgAndRenterLoop@CCritSec@@SGKXZ 0001c5a7 
F wbemcomn.dll ?BreakOnDbgAndRenterLoop@CInCritSec@@SGKXZ 0001c5a7 
F wbemcomn.dll ?BreakWait@CInstructionQueue@@QAEXXZ 00027842 
F wbemcomn.dll ?BuildSWQLColRef@CWQLScanner@@AAEHAAVCFlexArray@@AAUSWQLColRef@@@Z 000147ac 
F wbemcomn.dll ?CalcSitOutPenalty@CExecQueue@@MAEKJ@Z 0000f553 
F wbemcomn.dll ?CanDelete@CVar@@QAEHXZ 00020acd 
F wbemcomn.dll ?Change@CInstructionQueue@@QAEJPAVCTimerInstruction@@VCWbemTime@@@Z 0000e81a 
F wbemcomn.dll ?ChangeTypeTo@CVar@@QAEHG@Z 00028422 
F wbemcomn.dll ?ChangeTypeToEx@CVar@@QAEHGK@Z 000284bc 
F wbemcomn.dll ?ChangeVariantToCIMTYPE@@YGJPAUtagVARIANT@@0J@Z 000230ed 
F wbemcomn.dll ?CheckDMTFDateTimeFormat@CDateTimeParser@@SGHPBGHH@Z 0001e00a 
F wbemcomn.dll ?CheckDMTFDateTimeFormatInternal@CDateTimeParser@@IAEHPBG@Z 0001e204 
F wbemcomn.dll ?CheckDMTFDateTimeInterval@CDateTimeParser@@SGHPBG@Z 0001e05b 
F wbemcomn.dll ?CheckDateFormat@CDateTimeParser@@IAEHPBGH@Z 00020079 
F wbemcomn.dll ?CheckTimeFormat@CDateTimeParser@@IAEHPBGH@Z 0001f377 
F wbemcomn.dll ?CheckType@CSafeArray@@AAEXH@Z 00014ac3 
F wbemcomn.dll ?Clear@CUnloadInstruction@@SGXXZ 0000e394 
F wbemcomn.dll ?ClearPropRefs@CWQLScanner@@AAEXXZ 00013bf6 
F wbemcomn.dll ?ClearTableRefs@CWQLScanner@@AAEXXZ 00013b2b 
F wbemcomn.dll ?ClearTokens@CWQLScanner@@AAEXXZ 00013ad5 
